Text,Language
la difficult r side dans le fait que l ensemble de tous les comportements possibles compte tenu de toutes les entr es possibles devient rapidement trop complexe d crire on parle d explosion combinatoire,French
on confie donc des programmes le soin d ajuster un mod le pour simplifier cette complexit et de l utiliser de mani re op rationnelle,French
id alement l apprentissage visera tre non supervis c est dire que la nature des donn es d entrainement n est pas connue,French
ces programmes selon leur degr de perfectionnement int grent ventuellement des capacit s de traitement probabiliste des donn es d analyse de donn es issues de capteurs de reconnaissance reconnaissance vocale de forme d criture de fouille de donn es d informatique th orique l apprentissage automatique est utilis pour doter des ordinateurs ou des machines de syst mes de perception de leur environnement vision reconnaissance d objets tels des visages sch mas langages naturels caract res manuscrits formes moteurs de recherche aide aux diagnostics m dical notamment bio informatique ch moinformatique interfaces cerveau machine d tection de fraudes la carte de cr dit cybers curit analyse financi re dont analyse du march boursier classification des s quences d adn jeu g nie logiciel adaptation de sites web locomotion de robots analyse pr dictive en mati re juridique et judiciaire exemples les algorithmes d apprentissage peuvent se cat goriser selon le mode d apprentissage qu ils emploient ce sont dans ce domaine ces m thodes sont souvent combin es pour obtenir diverses variantes d apprentissage,French
l utilisation de tel ou tel algorithme d pend fortement de la t che r soudre classification estimation de valeurs,French
l apprentissage automatique est utilis pour un large spectre d applications par exemple la qualit de l apprentissage et de l analyse d pendent du besoin en amont et a priori de la comp tence de l op rateur pour pr parer l analyse,French
elle d pend aussi de la complexit du mod le sp cifique ou g n raliste de son ad quation et de son adaptation au sujet traiter,French
in fine la qualit du travail d pendra aussi du mode de mise en vidence visuelle des r sultats pour l utilisateur final un r sultat pertinent pourrait tre cach dans un sch ma trop complexe ou mal mis en vidence par une repr sentation graphique inappropri e,French
avant cela la qualit du travail d pendra de facteurs initiaux contraignants li es la base de donn es l apprentissage automatique ne se r sume pas un ensemble d algorithmes mais suit une succession d tapes,French
l apprentissage automatique demande de grandes quantit s de donn es pour fonctionner correctement,French
il peut s av rer difficile de contr ler l int grit des jeux de donn es notamment dans le cas de donn es g n r es par les r seaux sociaux,French
la qualit des d cisions prises par un algorithme d aa d pend non seulement de la qualit donc de leur homog n it fiabilit etc,French
des donn es utilis es pour l entrainement mais surtout de leur quantit,French
donc pour un jeu de donn es sociales collect sans attention particuli re la repr sentation des minorit s l aa est statistiquement injuste vis vis de celles ci,French
en effet la capacit prendre de bonnes d cisions d pend de la taille des donn es or celle ci sera proportionnellement inf rieure pour les minorit s,French
l aa ne distingue actuellement pas cause et corr lation de par sa construction math matique et est incapable d aller au del du cadre impos par ses donn es il n a donc pas de capacit d extrapolation,French
un exemple si on apprend un algorithme de retourner le chiffre qu on lui donne application identit en l entra nant uniquement avec les nombres il sera incapable de correctement r pondre,French
il est donc incapable d extrapoler,French
l utilisation d algorithmes d apprentissage automatique demande donc d avoir conscience du cadre de donn es que l on a utilis pour l apprentissage lors de leur utilisation,French
il est donc pr tentieux d attribuer des vertus trop grandes aux algorithmes d apprentissage automatique,French
la voiture autonome para t r alisable gr ce l apprentissage automatique et les normes quantit s de donn es g n r es par la flotte automobile de plus en plus connect e,French
contrairement aux algorithmes classiques qui suivent un ensemble de r gles pr d termin es l apprentissage automatique apprend ses propres r gles,French
les principaux innovateurs dans le domaine insistent sur le fait que le progr s provient de l automatisation des processus,French
ceci pr sente le d faut que le processus d apprentissage automatique devient privatis et obscur,French
privatis car les algorithmes d aa constituent des gigantesques opportunit s conomiques et obscurs car leur compr hension passe derri re leur optimisation,French
cette volution peut potentiellement nuire la confiance du public envers l apprentissage automatique mais surtout au potentiel long terme de techniques tr s prometteuses,French
la voiture autonome pr sente un cadre test pour confronter l apprentissage automatique la soci t,French
en effet ce n est pas seulement l algorithme qui se forme la circulation routi re et ses r gles mais aussi l inverse,French
le principe de responsabilit est remis en cause par l apprentissage automatique car l algorithme n est plus crit mais apprend et d veloppe une sorte d intuition num rique,French
les cr ateurs d algorithmes ne sont plus en mesure de comprendre les d cisions prises par leurs algorithmes ceci par construction math matique m me de l algorithme d apprentissage automatique,French
dans le cas de l aa et les voitures autonomes la question de la responsabilit en cas d accident se pose,French
la soci t doit apporter une r ponse cette question avec diff rentes approches possibles,French
aux tats unis il existe la tendance juger une technologie par la qualit du r sultat qu elle produit alors qu en europe le principe de pr caution est appliqu et on y a plus tendance juger une nouvelle technologie par rapport aux pr c dentes en valuant les diff rences par rapport ce qui est d j connu,French
des processus d valuation de risques sont en cours en europe et aux tats unis,French
la question de responsabilit est d autant plus compliqu e que la priorit chez les concepteurs r side en la conception d un algorithme optimal et non pas de le comprendre,French
l interpr tabilit des algorithmes est n cessaire pour en comprendre les d cisions notamment lorsque ces d cisions ont un impact profond sur la vie des individus,French
cette notion d interpr tabilit c est dire de la capacit de comprendre pourquoi et comment un algorithme agit est aussi sujette interpr tation,French
la question de l accessibilit des donn es est sujette controverse dans le cas des voitures autonomes certains d fendent l acc s public aux donn es ce qui permettrait un meilleur apprentissage aux algorithmes et ne concentrerait pas cet or num rique dans les mains d une poign e d individus de plus d autres militent pour la privatisation des donn es au nom du libre march sans n gliger le fait que des bonnes donn es constituent un avantage comp titif et donc conomique,French
dans les ann es l apprentissage automatique est encore une technologie mergente mais polyvalente qui est par nature th oriquement capable d acc l rer le rythme de l automatisation et de l autoaprentissage lui m me,French
combin l apparition de nouveaux moyens de produire stocker et faire circuler l nergie ainsi qu l informatique ubiquiste il pourrait bouleverser les technologies et la soci t comme l ont fait la machine vapeur et l lectricit puis le p trole et l informatique lors des r volutions industrielles pr c dentes,French
l apprentissage automatique pourrait g n rer des innovations et des capacit s inattendues mais avec un risque selon certains observateurs de perte de maitrise de la part des humains sur de nombreuses t ches qu ils ne pourront plus comprendre et qui seront faites en routine par des entit s informatiques et robotis es,French
ceci laisse envisager des impacts sp cifiques complexes et encore impossibles valuer sur l emploi le travail et plus largement l conomie et les in galit s,French
selon le journal science fin les effets sur l emploi sont plus complexes que la simple question du remplacement et des substitutions soulign es par certains,French
bien que les effets conomiques du ba soient relativement limit s aujourd hui et que nous ne soyons pas confront s une fin du travail imminente comme cela est parfois proclam les implications pour l conomie et la main d uvre sont profondes,French
il est tentant de s inspirer des tres vivants sans les copier na vement pour concevoir des machines capables d apprendre,French
les notions de percept et de concept comme ph nom nes neuronaux physiques ont d ailleurs t popularis s dans le monde francophone par jean pierre changeux,French
l apprentissage automatique reste avant tout un sous domaine de l informatique mais il est troitement li op rationnellement aux sciences cognitives aux neurosciences la biologie et la psychologie et pourrait la crois e de ces domaines nanotechnologies biotechnologies informatique et sciences cognitives aboutir des syst mes d intelligence artificielle ayant une assise plus vaste,French
des enseignements publics ont notamment t dispens s au coll ge de france l un par stanislas dehaene orient sur l aspect bay sien des neurosciences et l autre par yann lecun sur les aspects th oriques et pratiques de l apprentissage profond,French
un algorithme peut tre biais lorsque son r sultat d vie par rapport un r sultat neutre loyal ou quitable,French
dans certains cas les biais algorithmiques peuvent conduire des situations de discrimination,French
les algorithmes d apprentissage automatique posent des probl mes d explicabilit globale du syst me,French
si certains mod les comme la r gression lin aire ou la r gression logistique ont un nombre de param tres limit et peuvent tre interpr t s d autres types de mod le comme les r seaux de neurones artificiels n ont pas d interpr tation vidente,French
nous recherchons tous des moyens rapides de devenir plus couramment anglais je sais que je comprends ce qui se passe c est qu il n y a que quelques mots qui entourent notre cerveau et nous devons faire toute cette conversation en utilisant juste g nial incroyable cool ou pique alors que diriez vous de nous apprenez de nouveaux mots anglais intelligents que vous pouvez utiliser dans votre vie quotidienne et am liorez votre vocabulaire en quelques minutes,French
donc aujourd hui nous allons apprendre nouveaux mots intelligents leurs significations les mots racines et les exemples de phrases alors allons y tout le monde c est et vous regardez,French
et dans cette vid o je vais vous donner mots intelligents pour un usage quotidien et la fin de cette vid o,French
je vais galement vous donner une astuce intelligente pour donner un num ro de mot intelligent tr s fluide,French
on est submerg inond signifie noyade ou inondation mais inond est souvent utilis dans le contexte de travail comme i je suis submerg de travail j ai trop de travail faire j ai t submerg de travail cette semaine enti re j ai peine eu le temps de respirer maintenant regardons la racine de ce mot,French
marais est un morceau de zone humide et si quelqu un marche au mauvais endroit dans un marais il pourrait facilement se noyer et la forme verbale de marais signifie couler alors voici comment utiliser ce mot,French
disons que vous avez beaucoup de devoirs et que vous avez un test venir et que vos amis viennent vous voir et disent,French
h pourquoi tu ne tra nes pas avec nous tu peux leur dire que je suis tellement d sol mais je suis submerg de travail ou je suis submerg d autres mots que vous pouvez utiliser la place de submerg est ce que j ai trop faire,French
il y a trop de choses dans mon assiette je me noie au travail,French
je suis submerg d affectations le mot intelligent num ro deux est catch maintenant je suis s r que vous j ai entendu ce mot avant catch signifie une situation impossible dans laquelle vous ne pouvez pas faire une chose moins d avoir fait l autre et vous ne pouvez pas faire l autre parce que vous n avez pas fait la premi re,French
je vous ai confondu alors laissez moi vous donner quelques exemples une situation catch est lorsque vous n obtenez pas un emploi sans avoir d exp rience de travail,French
mais vous ne pouvez pas acqu rir d exp rience jusqu ce que vous obteniez un emploi catch a t invent par joseph heller dans son c l bre livre du m me nom catch alors qu il d crivait certaines r gles contradictoires applicables aux soldats pendant la seconde guerre mondiale,French
un autre exemple de catch est que vous avez besoin d un pr t bancaire parce que vous n en avez pas assez,French
mais vous n obtiendrez pas ce pr t bancaire moins que vous ne prouviez la banque que vous avez suffisamment d argent alors la prochaine fois que vous serez coinc dans une situation d licate rappelez vous,French
pour utiliser le mot catch,French
et obtenez ces regards admiratifs de vos amis d autres mots que vous pouvez utiliser la place de catch sont des mots intelligents paradoxes ou dilemmes,French
le num ro trois est suave suave suave signifie tre sophistiqu pour tre poli et cool,French
bien lev le mot suave a plusieurs origines diff rentes mais une origine tr s int ressante du mot est ce qui signifie un exemple de d gustation agr able ou sucr,French
il est tellement pos et suave surtout devant les dames ou barack obama est tellement suave et poli maintenant souvenez vous quand vous tes une f te la prochaine fois et que vous voyez cette personne qui l est,French
bien lev et cultiv et sophistiqu,French
n oubliez pas de dire h qui est ce gars suave juste l bas dans le coin en utilisant ce mot fera instantan ment votre vocabulaire,French
tr s suave si intelligent le mot num ro quatre est atroce atroce le mot atroce signifie quelque chose de vraiment mauvais horrible terrible cruel horrible offensant atroce a une racine latine appel e qui signifie peur cruelle ou terrible ou les prisonniers sont trait s,French
d une mani re atroce parfois dans les prisons atroce est galement utilis dans la vie de tous les jours pour parler de certains actes r pr hensibles et vous voulez l exag rer,French
par exemple ses mani res table taient atroces ou son sens vestimentaire est si atroce ou sa grammaire est atroce,French
alors la prochaine fois que vous entendrez parler d un acte horrible aux nouvelles n oubliez pas de le faire,French
remarquez et dites que c est un acte atroce le mot intelligent num ro est prodigieux prodigieux prodigieux signifie tonnant tonnant,French
maintenant nous utilisons souvent le mot g nial ici c est un autre mot que vous pouvez utiliser la place de g nial stup fiant par exemple aujourd hui j ai obtenu un score incroyable mon test ce qui signifie que j ai obtenu un score tr s lev ou j ai obtenu une partition presque parfaite le mot prodigieux a des racines latines classiques du mot qui signifie,French
tre stup fait si prodigieux est utilis pour d crire quelque chose qui est incroyablement bon par exemple elle a l air magnifique dans cette robe ou quelle vue magnifique de ce balcon ou je lis ce livre extraordinaire que je ne peux pas dire que diriez vous d aller et dire,French
vos amis qui sont cette cha ne formidable pour les tudiants et d autres mots que vous pouvez utiliser au lieu de prodigieux sont incroyablement fantastiques ou exceptionnellement bons alors avant de continuer avec les cinq mots quilibr s sur cette vid o n oubliez pas de mettre un commentaire sous cette vid o,French
me dire lequel de ces dix mots tait votre mot intelligent pr f r num ro six est dans un correctif dans un correctif signifie tre dans une situation g nante par exemple gar on je suis dans une difficult parce que j ai fait des plans avec deux amis diff rents pour cela soir,French
j ai perdu mon t l phone et je suis dans une difficult ou notre bus est tomb en panne ce matin et je suis dans une situation difficile mon ami se tourne toujours vers moi pour obtenir de l aide quand il est dans une situation difficile et quand les choses vont bien il oublie,French
moi donc la prochaine fois que vous aurez des devoirs de math matiques l cole par exemple et si vous avez laiss votre livre de math matiques l cole vous pourrez dire vos amis que vous tes dans une vraie difficult maintenant vous pensez peut tre que le mot correctif a quelque chose faire avec la r paration de quelque chose,French
mais non dans un correctif signifie tre dans une situation g nante d autres mots que vous pouvez utiliser la place d un correctif sont je suis dans une soupe ou je je suis dans un d sordre ou je suis dans un endroit ennuyeux ou juste je suis dans un endroit,French
le mot intelligent num ro est flummox flummox signifie confondre quelqu un,French
tellement qu ils oublient quoi faire maintenant confus a tendance tre un mot surutilis alors au lieu de cela pourquoi n utilisez vous pas flummox par exemple le gar on avait l air compl tement d contenanc quand le professeur lui a pos une question en classe ou que le chien tait d contenanc son propre reflet dans le miroir ou le touriste a t tonn par les diff rentes coutumes qui,French
il a rencontr au cours de ses voyages ou lors d une interview quand on lui a demand pourquoi devrions nous vous embaucher elle avait l air compl tement d concert e donc la prochaine fois si vous tes confus sur des questions par exemple lors d un examen vous,French
je peux toujours dire a parce que je n avais pas t tr s bien pr par pour l examen j ai t d contenanc par certaines des questions d autres mots que vous pouvez utiliser au lieu de d concert s sont d concert s perplexes ou perplexes le mot intelligent num ro huit est le rendez vous rendez vous rendez vous,French
est une fa on tr s fran aise de dire r union ou date par exemple j ai rendez vous avec mes amis pendant le d jeuner le samedi ou je pr vois de rendez vous avec mes amis au centre commercial pour les films rendez vous peut tre utilis la fois comme nom ou comme verbe par exemple,French
j ai rendez vous avec mes amis ce soir ou je vais rendez vous avec mes amis demain,French
en france auparavant le rendez vous tait utilis par l arm e pour indiquer un lieu de rencontre pour les troupes,French
maintenant il y a quelque chose de l g rement excitant et secret dans le mot rendez vous m me maintenant alors que vous pouvez utiliser rendez vous pour n importe quelle r union,French
en g n ral mais a a gagn t tre tr s appropri pour une r union officielle donc si vous avez un rendez vous peut tre que vous pouvez certainement appeler qu un rendez vous le mot intelligent num ro est obtus obtus obtus est une insulte que vous utiliseriez lorsque vous essayez d appeler quelqu un de stupide ou d incompr hensible,French
ou faible d esprit maintenant vous avez entendu le mot obtus en g om trie angle obtus et angle aigu donc un angle obtus est un angle sup rieur degr s mais inf rieur degr s,French
et un angle aigu est cet angle aigu de moins de degr s si aigu qu un mot est utilis pour d signer pointu et donc aussi pointu mentalement et obtus est d notant mouss et donc aussi un peu lent dans l esprit donc des phrases d exemple avec obtus sont l homme tait si obtus qu il a donn son mot de passe un faux appelant ou l enfant obtus,French
n a pas pu,French
pour r pondre une seule question du test ou l homme obtus a eu du mal comprendre m me les instructions de base supposons maintenant que dans votre situation de vie quotidienne votre petit ami ou votre petite amie est en col re contre vous et vous ne savez pas pourquoi alors vous pouvez,French
dites leur que je suis peut tre obtus mais je ne sais pas pourquoi vous tes si boulevers,French
le mot intelligent num ro est lent lent lent signifie se d placer lentement pour tre un peu plus lent,French
que d habitude pour avoir l air un peu fatigu et manquant,French
dans l exemple nerg tique un d jeuner lourd me rend tr s lent l apr s midi a des racines du mot qui signifie une personne lente et une limace est un animal qui se d place vraiment tr s lentement comme un exemple d escargot,French
l conomie a t tr s atone cette ann e ou le match a repris apr s un d but lent,French
ou les affaires ont t lentes ce trimestre vous pouvez l utiliser dans votre vie quotidienne si vous vous sentez tr s fatigu un jour vous pouvez le dire votre m re ou vous pouvez le dire,French
vos amis je me sens tr s lent,French
aujourd hui je pourrais faire avec une boisson nergisante d autres mots que vous pouvez utiliser la place de paresseux pourraient tre l thargiques ou me tra ner les pieds donc c taient les mots intelligents et avant,French
je vous donne cette astuce secr te pour avoir l air tr s fluide,French
je veux vous rappeler que dans le cas o vous cherchez des mots intelligents utiliser lors d un appel t l phonique je mets un lien vers une vid o,French
dans la zone de description pour cela et maintenant le conseil secret le conseil secret pour avoir un son fluide est de ne pas utiliser plus d un mot ou d une phrase intelligente que je connais parfois,French
nous sommes tr s excit s parce que,French
nous j ai appris beaucoup de ces mots intelligents et nous avons tendance en mettre deux trois quatre dans une phrase qui ne semble pas naturelle,French
donc un la fois assurez vous que vous prononcez le mot de la bonne mani re allez sur google et tapez le mot et dans la recherche juste en haut vous verrez une petite ic ne de haut parleur cliquer sur ce haut parleur,French
et coutez la prononciation une ou deux fois,French
et vous tes pr t partir et si vous avez aim cette vid o n oubliez pas de nous f liciter avec un commentaire,French
pour moi en dessous de me dire lequel de ces mots quel est votre pr f r et aussi,French
si vous ne l avez pas d j fait appuyez sur le bouton d inscription et sur l ic ne en forme de cloche juste c t et bonne coute,French
h les gars bienvenue sur ma cha ne dans cette vid o,French
je vais vous donner le top des phrases anglaises que vous pouvez utiliser dans votre vie quotidienne,French
donc si vous tes sur le point de vous lancer dans votre voyage,French
dans un pays anglophone vous pouvez totalement l utiliser,French
phrases si vous apprenez l anglais depuis un certain temps et que vous souhaitez reprendre l apprentissage,French
c est la meilleure vid o pour commencer alors allons y phrases en anglais en minutes esp rons le,French
phrase num ro un c est une autre fa on de demander,French
comment vas tu,French
comment a se passe,French
comment a va,French
alors vous rencontrez quelqu un et vous chronom trez comment a se passe,French
phrase num ro deux quand vous n avez pas vu quelqu un depuis un moment vous lui dites depuis longtemps de ne pas voir ce qui signifie que vous n avez pas vu cette personne peut tre des semaines ou des mois depuis longtemps sans num ro de phrase,French
trois si vous voulez vous demander ce que vous avez fait,French
vous demandez ce que vous avez fait alors qu est ce qui se passait dans votre vie,French
qu avez vous fait pour les lever avant si tout se passe,French
eh bien vous pouvez simplement r pondre ne peut pas se plaindre tout est vraiment cool,French
je ne peux pas me plaindre de la phrase suivante quelqu un vous dit quelque chose et vous ne l avez pas vraiment mentionn dans la conversation comme s il pensait que vous avez un nouvel emploi et vous lui demandez,French
comment savez vous,French
o avez vous les nouvelles comme comment allez vous,French
sachez que si quelqu un raconte une blague cool vous pouvez dire que c est une bonne blague,French
c est une bonne blague donc la phrase est bonne,French
si vous voulez remercier quelqu un vous pouvez dire que c est tr s gentil de votre part merci beaucoup d avoir fait cela c est tr s gentil de votre part c est tr s gentil de votre part si quelqu un,French
essayait de vous aider mais n a pas pu atteindre le r sultat que vous pouvez dire,French
merci quand m me a n a pas d importance mais merci quand m me,French
je vous remercie pour vos efforts,French
non merci de toute fa on et une autre phrase que j utilise parfois dans mon email quand je n ai pas demand de personne,French
je demande et puis je dis la fin,French
merci d avance ce qui signifie que j esp re vraiment que vous allez,French
faites le en vous remerciant d avance,French
merci d avance si quelqu un a fait une erreur et il en est vraiment nerv,French
vous pouvez simplement dire pas de soucis,French
ne vous inqui tez pas ne vous inqui tez pas ce qui signifie ne vous en faites pas,French
c est bon,French
pas de soucis imaginez que vous tes rentr la maison et que tous vos amis sont assis sur votre canap,French
et vous tes comme ce qui se passe ici comme ce que vous faites ici,French
que se passe t il si vous n avez pas attrap quelque chose ou si vous ne comprenez pas la personne qui vous pouvez toujours demander si je vous ai bien compris,French
puis allez y et expliquez o vous avez obtenu je vous ai bien compris,French
si vous demandez quelqu un de ne pas tre contrari de ne pas pleurer vous pouvez lui dire de ne pas le prendre c ur,French
ne le prenez pas au s rieux ne soyez pas si contrari ne le prenez pas c ur,French
une autre fa on de demander si vous n avez pas saisi une partie d une phrase vous pouvez dire que je n ai pas saisi le dernier mot,French
je suis d sol,French
pouvez vous le r p ter parce que je n ai pas saisi le dernier mot s il veut que quelqu un r p te la phrase enti re nouveau,French
vous pouvez dire d sol,French
je n coutais pas parce que tu tais peut tre occup,French
peut tre que vous parliez au t l phone et que quelqu un vous parlait et vous tes comme,French
oh mon dieu,French
d sol je n coutais pas,French
pouvez vous le r p ter,French
je n coutais pas une autre phrase que j utilise tout le temps,French
a n a pas d importance comme ne t inqui te pas si tu me laisse tomber ton caf partout c est comme si a n avait pas d importance,French
a ira,French
je je vais quand m me la lessive,French
peu importe si vous voulez souhaiter bonne chance quelqu un,French
et je fais toujours a tu peux dire les doigts crois s et tu croises les doigts comme a,French
doigts crois s,French
une autre phrase que les am ricains utilisent est vraiment mauvaise qui l explique et,French
la situation est que vous n avez pas obtenu quelque chose et que vous obtenez un effet suppl mentaire et vous l avez,French
et tu es comme oh a l explique qui l explique,French
une autre fa on de dire la personne de ne pas tre contrari e est de dire que les choses se passent comme si tout allait bien,French
les choses arrivent ne vous inqui tez pas si vous n avez pas le nom d une personne qui vous voulez lui parler,French
vous pouvez dire pardon de vous d ranger vous savez que vous voyez,French
quelqu un est occup vous pouvez toujours dire pardon de vous d ranger et ensuite vous pouvez demander,French
d sol de vous d ranger,French
si vous tes au milieu de quelque chose chez quelqu un vous demande quelque chose que vous pouvez dire oh,French
vous tes au milieu de quelque chose et quelqu un quelqu un vous demande de faire quelque chose que vous dites je suis d sol,French
je serai avec toi dans une minute je serai avec toi et puis tu recommenceras faire quelque chose et tu diras o en tions nous,French
comme quand nous nous sommes arr t s o nous tions et vous devez le r p ter parce que c est le son avec lequel certains se trompent,French
c est donc un excellent moyen de pratiquer o tions nous encore si vous tes au milieu d une conversation,French
et vous n avez pas compris ce que l autre personne disait vous pouvez dire que vous disiez et avec un point d interrogation,French
ce qui signifie qui incite la personne r p ter encore une fois,French
tu disais,French
si quelqu un a un travail de ses r ves de tout ce que vous pouvez dire chanceux vous ou quelqu un est entr dans l universit de ses r ves comme vous avez de la chance c est une fa on de f liciter la personne chanceuse ou simplement de souligner qu il a de la chance vous avez de la chance une autre fa on de dire que vous tes vraiment en col re c est dire que j ai paniqu comme si j tais tellement en col re que j ai paniqu c est super en col re,French
oh c est presque fou,French
j ai paniqu une autre phrase que les locuteurs natifs utilisent est bonne pour vous et cela pourrait tre la fois positif et n gatif quand vous dites que j ai t promu et s ils disent bien pour vous comme des f licitations et parfois si vous dites que je quitte cet endroit,French
ils sont comme bons pour vous ce serait mieux sans vous et c est une signification n gative alors coutez vraiment l intonation,French
si quelque chose vous surprend vous pouvez aussi dire que vous vous moquez de moi comme oh mon dieu,French
je ne peux pas croire que vous vous moquez de moi de dire quelqu un de sourire et d tre heureux vous pouvez toujours dire remonter le moral,French
si vous voulez que quelqu un ait l air de pleurer et de se plaindre de quelque chose qui ne se passe pas vous pouvez dire viens je suis tu peux le faire je,French
allons,French
vous pouvez le faire vous pouvez passer le toefl vous pouvez passer le gmat vous l obtiendrez,French
vous pouvez le faire si quelqu un va vraiment bien vous pouvez lui dire de continuer le bon travail de continuer le bon travail comme d tre aussi bon que vous tes et de continuer le bon travail continue d tre une autre phrase est famili re et c est ce que les am ricains dire,French
c est allum ce qui signifie que c est incroyable que de nombreux am ricains ont dit en californie,French
oh c est allum et vous l avez probablement entendu dans des chansons qui est allum si quelqu un r ussit apr s des checs donc vous pouvez dire que vous y allez je vous ai dit que vous y arriverez vous y allez si quelqu un vous demande si vous tes fatigu et que vous voulez dire que vous n tes pas fatigu du tout vous peut dire pas un peu nah,French
je veux continuer je ne suis pas fatigu de ne pas en avoir quand quelqu un te demande tu es s r et tu es presque s r que tu peux dire qu il n y a pas de place pour a,French
il n y a pas de place pour le doute en am rique si vous voulez envoyer un sms quelqu un ou lui envoyer un message que vous dites texte texte donc je vais vous envoyer un sms signifie que je vous enverrai un message via whatsapp ou un t l gramme ou un messager de tout ce qui utilise je vais envoyez vous nouveau un texto pour remonter le moral de quelqu un pour lui dire de ne pas tre contrari vous pouvez dire que a ne vaut pas la peine a ne vaut pas le coup,French
tu es tellement meilleur que le probl me dont tu pleures a ne vaut pas tes larmes,French
a ne vaut pas la peine j aime personnellement la phrase que vous rockez ce qui signifie que vous tes incroyable,French
vous bercez vous,French
non vous avez fait un travail incroyable,French
vous tes rock si quelqu un ne travaille pas vraiment bien et que vous voulez qu il travaille plus dur vous pouvez dire que vous devriez faire un effort suppl mentaire ce qui signifie que comme travailler plus dur vous devriez faire un kilom tre suppl mentaire,French
une autre fa on de dire la m me chose que vous pouvez dire intensifier votre jeu comme travailler plus dur travailler mieux intensifier votre jeu,French
si quelqu un pleure et n en veut pas,French
a coule dis tu ressaisis toi comme litt ralement prends toi et ressaisis toi arr te de travailler hey calmez vous ensemble une autre phrase que,French
j aime que tu m as vendu parce que parfois les gens d crivent leur voyage ou quelqu un qu ils ont achet et ils le d crivent si bien,French
et ils sont comme si je voulais acheter la m me chose et je leur dis que tu l as vendu tu m as vendu je n ach terais pas a bien tu m as vendu si tu n es pas int ress par la conversation,French
vous tes comme assis vous pouvez dire que je m en fiche c est tellement ennuyeux,French
je ne suis pas int ress,French
je m en fiche si quelqu un vous demande quelque chose et c est une d cision vraiment facile pour vous comme quelqu un vous dit de prendre mon million de dollars et vous dites que c est une vidence,French
je vais le prendre,French
c est une vidence signifie que c est une d cision tr s facile pour vous si vous avez fait quelque chose de mal et que vous l admettez vous pouvez dire que j ai merd oui les gars,French
je sais,French
j ai foir,French
c est mon erreur,French
j ai foir je l ai foir si vous voulez que quelqu un travaille ma place vous pouvez dire,French
peux tu me couvrir comme tu peux travailler ma place pendant que je je vois mon ami,French
pouvez vous me couvrir il est temps de partir et les gars je ferais mieux d y aller ce qui signifie que je devrais d j y aller,French
c est vous savez,French
il est en fait heures,French
maintenant,French
je ferais mieux d aller d une autre fa on pour dire au revoir,French
je peux dire prendre soin ce qui signifie prendre soin de vous,French
je te verrai plus tard,French
prendre soin,French
je ne sais pas quel jour est ce que vous regardez cette vid o mais si c est vendredi par exemple le week end,French
vous pouvez dire merci cieux est vendredi ou penser que cieux a dit samedi week end d couverte,French
je suis si heureux que ce soit les gars phrases en anglais faites moi savoir si cela vous a t utile en aimant cette vid o et en commentant ci dessous si vous connaissez d autres phrases int ressantes,French
ce serait g nial qu il y ait un bouton rouge l bas quelque part,French
bonjour et bienvenue,French
dans cette vid o je vais vous donner phrases courantes et tr s utiles que vous pouvez utiliser dans une conversation,French
quand vous entendez une phrase pratiquez la apr s moi,French
essayez de copier ma prononciation exactement en incluant le ton de la voix que j utilise,French
d accord commen ons,French
salutations de base comment a va,French
comment a va,French
quoi de neuf,French
ravi de vous rencontrer,French
a fait longtemps,French
comment avez vous t,French
grand merci,French
et vous,French
pas tant,French
l habituel,French
je dois y aller,French
ce fut un plaisir de vous rencontrer plus tard,French
reste en contact,French
demander des informations,French
pouvez vous me dire ce que signifie ce mot,French
sauriez vous o se trouve la biblioth que,French
h sitant,French
c est une bonne question,French
laisse moi voir,French
laissez moi r fl chir un instant,French
demander la r p tition,French
pardon,French
d sol je n ai pas compris,French
cela vous d rangerait il de le r p ter,French
peux tu parler un peu plus lentement s il vous pla t,French
en disant je ne sais pas,French
j ai peur de n en avoir aucune id e,French
ne peut pas vous aider d sol,French
me bat,French
des avis,French
qu est ce que tu penses de a,French
quel est ton avis l dessus,French
je pense que c est une bonne id e,French
honn tement je ne pense pas que a va marcher,French
en ce qui me concerne c est le meilleur restaurant de la ville,French
viter une question,French
je n ai pas d opinion sur la question,French
laisse moi te reparler de a,French
je ne suis pas libre de le dire,French
d accord et en d saccord,French
je ne pourrais pas tre plus d accord,French
vous avez absolument raison,French
je suis d accord avec vous,French
vous frappez le clou sur la t te,French
je ne suis pas s r d tre d accord,French
j ai peur de ne pas tre d accord,French
je pense que vous vous trompez,French
l interrompre poliment,French
d sol de vous interrompre,French
puis je vous arr ter l un instant,French
a vous d range si je saute ici,French
aller de l avant,French
allez y,French
laissez moi finir,French
attendez un instant,French
suggestions,French
que dites vous que nous allons au cin ma,French
que diriez vous d avoir une pizza pour le d ner ce soir,French
ce serait g nial,French
me semble bien,French
je ne suis pas s re de a,French
non je ne pense pas,French
faire des plans,French
qu est ce que tu fais ce soir,French
avez vous des projets pour demain,French
es tu libre samedi prochain,French
tu veux faire quelque chose ce week end,French
bien s r qu avez vous l esprit,French
je suis libre tout le week end faisons quelque chose,French
non d sol j ai d j des plans en col re,French
je suis un peu occup demain,French
j adorerais faire quelque chose mais je ne peux pas,French
autorisation,French
cela vous d range t il si j utilise votre t l phone portable,French
est ce que a irait si je prenais cong demain,French
oui assurez vous allez y,French
non pas du tout,French
malheureusement je dois dire non,French
